@relation UScensus_exercise

@attribute caseid numeric

@attribute dAge {0,1,2,3,4,5,6,7}

@attribute dAncstry1 {0,1,2,3,4,5,6,7,8,9,10,11}

@attribute dAncstry2  {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute iAvail {0,1,2,3,4}

@attribute iCitizen {0,1,2,3,4}

@attribute iClass {0,1,2,3,4,5,6,7,8,9}

@attribute dDepart {0,1,2,3,4,5}
@attribute iDisabl1 {0,1,2}

@attribute iDisabl2 {0,1,2}

@attribute iEnglish {0,1,2,3,4}

@attribute iFeb55 {0,1}
@attribute iFertil {0,1,2,3,4,5,6,7,8,9,10,11,12,13}

@attribute dHispanic {0,1,2,3,4,5,6,7,8,9}

@attribute dHour89 {0,1,2,3,4,5}

@attribute dHours {0,1,2,3,4,5}

@attribute iImmigr {0,1,2,3,4,5,6,7,8,9,10}

@attribute dIncome1 {0,1,2,3,4}

@attribute dIncome2 {0,1}

@attribute dIncome3 {0,1}

@attribute dIncome4 {0,1}

@attribute dIncome5 {0,1}

@attribute dIncome6 {0,1}

@attribute dIncome7 {0,1}

@attribute dIncome8 {0,1}

@attribute dIndustry {0,1,2,3,4,5,6,7,8,9,10,11,12}

@attribute iKorean {0,1}

@attribute iLang1 {0,1,2}

@attribute iLooking {0,1,2}

@attribute iMarital {0,1,2,3,4}
@attribute iMay75880 {0,1}
@attribute iMeans {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute iMilitary {0,1,2,3,4}

@attribute iMobility {0,1,2}
@attribute iMobillim {0,1,2}

@attribute dOccup {0,1,2,3,4,5,6,7,8}

@attribute iOthrserv {0,1}

@attribute iPerscare {0,1,2}

@attribute dPOB {0,1,2,3,4,5,6}

@attribute dPoverty {0,1,2}

@attribute dPwgt1 {0,1,2,3}

@attribute iRagechld {0,1,2,3,4}

@attribute dRearning {0,1,2,3,4,5}

@attribute iRelat1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13}

@attribute iRelat2 {0,1,2,3,4,5,6,7,8,9}

@attribute iRemplpar {0,111,112,113,114,121,122,133,134,141,211,212,213,221,222,223}

@attribute iRiders {0,1,2,3,4,5,6,7,8}

@attribute iRlabor {0,1,2,3,4,5,6}

@attribute iRownchld {0,1}

@attribute dRpincome {0,1,2,3,4,5}

@attribute iRPOB {10,21,22,23,24,31,32,33,34,35,36,40,51,52}

@attribute iRrelchld {0,1}

@attribute iRspouse {0,1,2,3,4,5,6}

@attribute iRvetserv {0,1,2,3,4,5,6,7,8,9,10,11}

@attribute iSchool {0,1,2,3}

@attribute iSept80 {0,1}

@attribute iSex {0,1}

@attribute iSubfam1 {0,1,2,3}

@attribute iSubfam2 {0,1,2,3}

@attribute iTmpabsnt {0,1,2,3}

@attribute dTravtime {0,1,2,3,4,5,6}

@attribute iVietnam {0,1}

@attribute dWeek89 {0,1,2}

@attribute iWork89 {0,1,2}

@attribute iWorklwk {0,1,2}

@attribute iWWII {0,1}

@attribute iYearsch {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17}

@attribute iYearwrk {0,1,2,3,4,5,6,7}

@attribute dYrsserv {0,1,2}



@data
22387,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,111,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22388,3,9,1,0,4,2,0,2,2,2,0,1,0,4,0,1,1,0,0,0,0,0,0,0,5,0,1,2,0,0,0,4,2,2,2,0,2,3,2,2,4,2,1,0,0,0,6,0,2,52,0,1,0,2,0,1,0,0,3,0,0,1,1,2,0,14,2,0
22389,6,3,1,0,0,3,0,2,2,1,0,4,0,3,0,0,1,0,0,0,0,0,0,1,10,0,1,0,1,0,0,4,2,2,1,0,2,0,2,1,4,2,0,0,0,0,6,0,2,24,0,3,0,1,0,1,0,0,0,0,0,2,1,2,0,11,2,0
22390,5,11,2,0,0,1,3,2,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,7,0,2,0,2,0,9,4,2,2,3,0,2,0,1,2,0,2,10,0,0,0,1,0,2,10,0,4,0,1,0,0,0,0,0,1,0,1,1,1,0,11,1,0
22391,5,3,1,0,3,1,2,2,2,1,0,0,0,3,3,7,2,0,0,0,0,0,0,0,4,0,1,0,0,0,1,4,1,2,6,0,2,4,2,1,0,3,0,0,0,1,1,0,3,51,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,1,1,0
22392,3,2,2,0,0,1,3,2,2,0,0,1,0,4,4,0,2,0,0,0,0,0,0,0,6,0,2,0,4,0,1,4,2,2,2,0,2,0,2,1,4,3,0,0,0,2,1,0,3,10,0,6,0,1,0,1,0,0,0,2,0,2,1,1,0,11,1,0
22393,6,1,1,0,0,1,2,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,6,0,2,0,0,0,1,4,1,2,6,0,2,0,1,0,0,2,1,0,0,2,1,0,2,10,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,6,1,0
22394,4,11,1,0,0,1,4,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,3,0,2,0,2,0,12,3,2,2,5,0,2,0,2,2,0,3,2,0,0,0,1,0,3,10,0,4,0,1,0,0,0,0,0,5,0,2,1,1,0,5,1,0
22395,5,1,2,0,0,4,3,2,2,0,0,2,0,3,3,0,2,0,0,1,0,0,0,0,8,0,2,0,2,0,1,4,1,2,2,0,2,0,2,2,4,3,2,0,0,1,1,0,3,10,0,4,0,1,0,1,0,0,0,5,0,2,1,1,0,11,1,0
22396,4,1,2,0,0,6,4,2,2,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,9,0,2,0,4,0,1,4,2,2,1,0,2,0,2,1,0,2,2,0,0,1,1,0,2,10,0,6,0,1,0,0,0,0,0,1,0,2,1,1,0,16,1,0
22397,7,1,1,0,4,0,0,2,2,0,0,4,0,0,0,10,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,4,1,2,0,0,2,2,1,1,4,0,0,0,0,0,6,0,2,52,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
22398,3,9,1,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,2,2,0,0,2,0,2,1,3,0,1,0,0,0,6,0,0,23,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,7,0
22399,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,112,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22400,3,11,1,0,0,9,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,4,2,2,8,0,2,0,2,2,0,0,2,0,0,0,3,0,0,10,0,2,0,1,0,0,2,1,0,0,0,0,2,0,0,10,5,0
22401,3,1,1,0,0,1,2,2,2,0,0,0,0,4,4,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,1,4,2,2,5,0,2,0,2,2,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
22402,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
22403,7,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,0,0,0,2,2,2,0,0,2,0,2,2,0,0,0,0,0,0,6,0,5,10,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,11,6,1
22404,3,0,1,0,0,1,0,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,0,4,1,2,2,0,2,0,2,0,0,2,2,0,0,0,3,0,2,10,0,6,0,1,0,0,0,0,0,0,0,2,1,0,0,10,1,0
22405,2,1,2,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,2,2,0,0,2,0,2,1,4,0,3,0,0,0,6,0,0,10,0,6,0,2,0,1,0,0,3,0,0,0,2,2,0,8,7,0
22406,5,1,1,0,0,1,3,2,2,0,0,3,0,3,3,0,1,0,0,0,0,0,0,0,6,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,6,0,2,1,1,0,10,1,0
22407,6,1,1,0,0,6,4,2,2,0,0,5,0,2,2,0,0,1,0,0,0,0,0,0,7,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,4,2,1,0,0,1,1,0,2,22,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,11,1,0
22408,3,11,1,0,0,3,2,2,2,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,9,0,2,0,4,0,2,4,1,2,3,0,2,0,2,1,2,2,2,0,0,0,1,0,2,10,0,6,0,1,0,1,2,1,0,5,0,1,1,1,0,11,1,0
22409,4,2,1,0,0,7,0,2,2,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,7,0,2,2,0,0,0,4,2,2,1,0,2,0,2,1,1,4,1,0,0,0,6,0,4,21,0,1,0,1,0,1,0,0,3,0,0,2,1,2,0,14,2,0
22410,6,1,2,0,0,0,0,1,1,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,0,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,7,0
22411,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,0,2,4,0,8,0,0,0,0,0,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22412,5,1,1,0,0,1,3,2,2,0,0,0,0,3,3,0,2,0,1,1,0,0,0,0,4,0,2,0,0,0,1,3,1,2,2,0,2,0,2,1,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,11,1,0
22413,7,1,2,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,2,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,2,22,0,1,10,1,0,1,0,0,3,0,0,0,2,2,1,11,6,1
22414,3,3,1,0,4,1,5,2,2,4,0,2,0,3,2,3,1,0,0,0,0,0,1,0,4,0,1,0,4,0,1,4,1,2,6,0,2,4,2,1,1,2,0,0,0,4,1,0,2,52,0,6,0,1,0,1,0,0,0,5,0,1,1,1,0,5,1,0
22415,4,0,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,0,23,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,5,6,0
22416,6,1,12,0,0,1,2,2,2,0,0,0,0,3,3,0,1,0,0,1,0,0,0,0,7,0,2,0,0,0,1,4,1,2,2,0,2,0,2,0,0,2,0,0,0,1,1,0,2,10,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,11,1,0
22417,7,1,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4,1,2,0,0,2,0,2,2,0,0,0,0,0,0,6,0,2,10,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,10,6,0
22418,4,1,2,0,0,2,5,2,2,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,0,2,0,3,2,1,0,0,1,1,0,2,21,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,15,1,0
22419,5,11,1,0,0,1,1,2,2,0,0,0,0,5,5,0,3,0,0,1,0,0,0,0,4,0,2,0,0,0,1,3,1,2,6,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
22420,7,1,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,4,1,1,0,0,1,0,2,1,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
22421,5,1,1,0,0,2,2,1,2,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,9,0,2,0,4,0,2,4,1,2,6,0,2,0,1,0,0,2,0,0,0,0,1,0,2,10,0,6,0,1,0,0,0,0,0,6,0,2,1,1,0,10,1,0
22422,7,1,2,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,1,0,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,5,6,0
22423,6,1,2,0,0,3,3,2,2,0,0,0,0,5,4,0,3,0,0,1,0,0,0,0,9,1,2,0,0,0,1,2,1,2,1,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,8,1,0,0,0,0,0,1,0,2,1,1,0,15,1,1
22424,4,1,2,0,0,1,5,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,4,0,2,0,4,0,1,4,1,2,6,0,2,0,2,2,0,3,0,0,0,1,1,0,3,10,0,6,0,1,0,0,0,0,0,4,0,1,1,1,0,15,1,0
22425,7,2,1,0,3,3,0,2,2,2,0,3,0,3,0,7,1,0,0,1,1,0,0,0,10,0,1,2,1,0,0,4,1,2,1,0,2,2,2,2,4,2,0,0,0,0,6,0,3,51,0,3,0,1,0,1,0,0,3,0,0,1,1,2,0,14,2,0
22426,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,3,0,0,2,0,121,0,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22427,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,0,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
22428,5,1,1,0,0,4,4,2,2,0,0,3,0,4,5,0,3,0,0,1,0,0,0,1,10,0,2,0,2,0,1,4,2,2,1,0,2,0,2,0,2,4,0,0,0,1,1,0,4,10,0,4,0,1,0,1,0,0,0,4,0,2,1,1,0,14,1,0
22429,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,1,4,0,3,0,112,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
22430,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,223,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22431,3,2,2,0,0,1,3,2,2,0,0,0,0,5,4,0,2,0,0,1,0,0,0,0,9,0,2,0,4,0,4,4,2,2,1,0,2,0,2,1,0,3,7,9,0,0,1,0,3,21,0,6,0,1,0,0,0,0,0,5,0,2,1,1,0,15,1,0
22432,5,2,1,0,0,2,3,2,2,0,0,3,0,3,3,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,2,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,5,0,1,1,1,0,14,1,0
22433,5,11,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,0,0,4,2,2,0,0,2,0,1,0,0,0,0,0,0,0,6,0,2,10,0,4,0,1,0,0,0,0,3,0,0,0,2,2,0,11,5,0
22434,4,1,2,0,0,1,3,2,2,0,0,0,0,5,5,0,2,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,2,2,2,0,2,0,2,2,0,3,0,0,0,1,1,0,3,10,0,6,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
22435,3,1,2,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,2,0,0,0,4,2,2,3,0,2,0,2,1,2,0,6,0,0,0,6,0,0,10,0,2,0,2,0,1,2,1,3,0,0,0,2,2,0,10,1,0
22436,5,1,1,0,0,6,5,2,2,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,8,0,2,0,0,0,1,4,1,2,2,0,2,0,2,0,4,2,1,0,0,1,1,0,2,22,0,1,0,1,0,1,0,0,0,5,0,1,1,1,0,11,1,0
22437,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,122,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
22438,3,1,1,0,0,1,4,2,2,0,0,1,0,3,3,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,4,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,3,0,2,1,1,0,10,1,0
22439,7,1,2,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,2,0,0,4,1,2,0,0,2,0,1,1,4,0,0,0,0,0,6,0,2,22,0,4,0,1,0,1,0,0,3,0,0,0,2,2,0,10,5,0
22440,3,0,1,0,4,8,5,2,2,4,0,0,8,0,3,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,4,2,2,6,0,2,4,1,2,0,0,1,0,0,4,1,0,0,52,0,1,0,1,0,0,0,0,0,5,0,0,2,0,0,5,1,0
22441,6,11,1,0,0,1,2,2,2,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,0,0,0,1,4,1,2,4,0,2,0,2,1,0,0,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,7,1,0
22442,6,1,2,0,0,2,0,1,2,0,0,6,0,3,0,0,1,0,0,0,0,0,0,0,9,0,2,2,0,0,0,4,2,2,2,0,2,0,2,2,4,2,1,0,0,0,6,0,2,22,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,13,2,0
22443,7,1,2,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,2,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,2,22,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,7,0
22444,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,112,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22445,5,11,1,0,0,1,1,1,2,1,0,0,0,5,5,0,3,0,0,1,0,0,1,0,3,0,1,0,0,0,1,2,1,2,1,0,2,0,2,0,0,4,0,0,0,1,1,0,4,10,0,1,4,1,0,0,0,0,0,5,1,2,1,1,0,11,1,1
22446,6,1,1,0,0,1,2,2,2,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,6,0,2,0,2,0,4,0,1,0,0,1,1,0,0,10,0,1,0,1,0,1,0,0,0,1,0,0,2,1,0,10,1,0
22447,5,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,2,2,0,0,0,2,2,2,2,0,2,0,2,0,0,0,0,0,0,0,6,0,2,10,0,1,4,1,0,0,0,0,3,0,1,0,2,2,0,11,3,1
22448,7,1,1,0,0,1,5,2,2,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,8,0,2,0,0,0,1,2,2,2,3,0,2,0,2,1,0,2,1,0,0,1,1,0,2,10,0,1,10,1,0,0,0,0,0,2,0,1,1,1,1,8,1,1
22449,6,1,2,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,1,0,0,4,1,2,0,0,2,0,2,0,4,0,0,0,0,0,6,0,2,21,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
22450,1,3,1,0,4,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,4,2,1,0,0,2,0,121,0,0,1,0,52,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
22451,6,1,1,0,0,1,3,2,2,0,0,0,0,3,3,0,3,0,0,1,0,0,0,0,5,1,2,0,0,0,1,2,1,2,1,0,2,0,2,2,0,4,0,0,0,1,1,0,5,10,0,1,8,1,0,0,0,0,0,4,0,2,1,1,0,14,1,1
22452,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,112,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
22453,3,1,1,0,0,1,5,2,2,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,4,0,2,0,3,0,1,4,2,2,6,0,2,0,2,1,0,2,0,0,0,2,1,0,2,23,0,5,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
22454,1,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,2,3,0,0,2,0,121,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0
22455,5,11,1,0,0,1,2,2,2,1,0,5,0,3,3,0,2,0,0,0,0,0,0,0,9,0,1,0,2,0,1,4,2,2,1,0,2,0,2,1,4,3,0,0,0,1,1,0,3,23,0,4,0,1,0,1,0,0,0,5,0,2,1,1,0,11,1,0
22456,6,1,1,0,0,1,3,2,2,0,1,0,0,4,4,0,1,0,0,0,0,0,0,0,5,0,2,0,0,0,1,2,2,2,6,0,2,0,2,1,0,2,0,0,0,1,1,0,2,10,0,1,7,1,0,0,0,0,0,5,0,2,1,1,0,10,1,1
22457,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,10,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0
22458,5,1,2,0,0,1,5,2,2,0,0,4,0,2,4,0,3,0,0,1,0,0,0,0,9,0,2,0,0,0,1,4,1,2,1,0,2,0,2,2,4,4,1,0,0,1,1,0,4,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,14,1,0
22459,4,1,2,0,0,1,2,2,2,0,0,3,0,3,2,0,1,0,0,1,0,0,0,0,4,0,2,0,0,0,1,4,2,2,6,0,2,0,2,0,3,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,11,1,0
22460,3,3,1,0,4,1,2,2,2,3,0,3,0,2,2,4,2,0,0,1,0,0,0,0,4,0,1,0,0,0,1,4,2,2,5,0,2,4,2,2,3,3,1,0,0,1,1,0,3,52,0,1,0,2,0,1,0,0,0,3,0,1,1,1,0,5,1,0
22461,2,1,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,4,1,2,0,0,2,0,1,0,4,0,2,0,223,0,6,1,0,10,1,6,0,2,0,1,0,0,0,0,0,0,2,0,0,6,7,0
22462,3,2,1,0,0,1,3,2,2,0,0,2,0,3,4,0,2,1,0,0,0,0,0,0,8,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,1,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,5,0,1,1,1,0,14,1,0
22463,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,6,0,111,0,0,0,0,10,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
22464,6,1,1,0,0,1,3,2,2,0,0,3,0,3,4,0,3,0,0,1,0,0,0,0,4,0,2,0,2,0,1,4,1,2,1,0,2,0,2,1,4,4,0,0,0,1,1,0,4,10,0,4,0,1,0,1,0,0,0,2,0,2,1,1,0,14,1,0
22465,7,1,1,0,0,4,4,2,2,0,0,6,0,2,2,0,1,0,0,1,1,0,0,0,10,0,2,0,1,0,1,4,1,2,1,0,2,0,2,0,4,2,0,0,0,1,1,0,3,10,0,3,0,1,0,1,0,0,0,1,0,2,1,1,0,10,1,0
22466,3,2,3,0,0,5,3,2,2,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,10,0,2,0,0,0,1,4,2,2,3,0,2,0,2,1,1,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,5,0,1,1,1,0,15,1,0
22467,3,1,2,0,0,1,5,2,2,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,9,0,2,0,4,0,1,4,1,2,2,0,2,0,2,1,0,2,2,0,0,1,1,0,2,10,0,6,0,2,0,0,0,0,0,2,0,1,1,1,0,14,1,0
22468,6,1,2,0,0,1,4,2,2,0,1,0,0,2,3,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,1,2,2,2,2,0,2,0,2,2,0,2,0,0,0,1,1,0,2,10,0,6,7,1,0,0,0,0,0,2,0,1,1,1,0,14,1,1
22469,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,122,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22470,3,1,1,0,0,1,2,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,5,0,2,0,0,0,1,4,2,2,5,0,2,0,2,1,0,3,0,0,0,1,1,0,3,21,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,11,1,0
22471,7,11,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1,0,0,2,1,2,0,0,2,0,2,3,0,0,0,0,0,0,6,0,3,10,0,3,10,1,0,0,0,0,0,0,0,0,2,2,1,9,5,1
22472,3,3,10,0,0,1,3,2,2,0,0,2,0,3,3,0,1,0,0,0,0,0,0,0,6,0,2,0,4,0,2,4,2,2,2,0,2,0,2,3,4,2,9,0,0,0,1,0,2,10,0,6,0,1,0,1,0,0,0,5,0,2,1,1,0,10,1,0
22473,5,1,1,0,0,6,0,2,2,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,8,0,2,0,0,0,11,4,1,2,1,0,2,0,2,1,2,2,1,0,0,0,1,0,2,22,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,14,1,0
22474,7,1,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,1,0,0,4,2,1,0,0,2,0,0,1,4,0,12,0,0,0,6,0,4,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,14,6,0
22475,7,1,1,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,2,4,0,1,0,0,0,6,0,0,23,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,13,6,0
